circularity,aspect_ratio,holes,area,is_hollow,material,label
0.8144,0.9935,1,765.31,1,0,tubo_quadrado_oco
0.5543,0.4941,0,5121.98,0,1,tubo_quadrado_macico
0.9579,1.0157,1,761.19,1,0,tubo_redondo_oco
0.9582,1.0517,0,4161.47,0,0,tubo_redondo_macico
0.6214,0.4981,1,1029.36,1,0,tubo_quadrado_oco
0.5633,0.4495,1,1593.69,1,0,tubo_quadrado_oco
0.7408,0.9429,1,867.5,1,0,tubo_quadrado_oco
0.9061,1.0043,1,1806.22,1,0,tubo_redondo_oco
0.9601,0.9047,0,2802.67,0,1,tubo_redondo_macico
0.9759,1.078,1,1683.78,1,0,tubo_redondo_oco
1.0,0.999,1,582.04,1,1,tubo_redondo_oco
0.7507,0.9877,1,357.07,1,0,tubo_quadrado_oco
0.6925,0.735,0,4888.69,0,1,tubo_quadrado_macico
0.9259,0.9702,0,250.0,0,1,tubo_redondo_macico
0.8973,1.0446,0,562.23,0,1,tubo_redondo_oco
0.9446,0.9929,0,468.17,0,0,tubo_redondo_macico
0.9456,1.0186,0,1785.63,0,0,tubo_redondo_oco
0.7032,0.587,1,728.94,1,0,tubo_quadrado_oco
0.6629,0.768,1,1387.25,1,2,tubo_quadrado_oco
0.9644,0.9112,0,250.0,0,0,tubo_redondo_macico
0.8101,1.0448,1,917.68,1,1,tubo_quadrado_oco
0.808,1.05,0,322.67,0,0,tubo_quadrado_macico
0.5003,0.3397,0,16731.95,0,2,tubo_quadrado_macico
0.454,0.193,0,5261.44,0,0,tubo_quadrado_macico
0.9597,1.0111,0,1066.08,0,0,tubo_redondo_macico
0.9217,1.0112,0,250.0,0,0,tubo_redondo_macico
0.9286,1.027,0,1076.19,0,0,tubo_redondo_macico
0.9253,0.9725,1,1735.53,1,1,tubo_redondo_oco
0.809,1.0328,0,9237.02,0,0,tubo_quadrado_macico
0.9447,1.0249,0,9669.27,0,0,tubo_redondo_macico
0.9462,1.0316,1,1036.53,1,0,tubo_redondo_oco
0.9244,1.0642,1,139.32,1,2,tubo_redondo_oco
0.9754,1.0911,0,747.17,0,1,tubo_redondo_macico
0.7693,0.9457,0,5451.01,0,1,tubo_quadrado_macico
0.7963,1.0262,1,275.29,1,0,tubo_quadrado_oco
0.9611,1.0546,1,456.07,1,0,tubo_redondo_oco
0.4915,0.19,0,18000.0,0,0,tubo_quadrado_macico
0.6562,0.5687,0,542.47,0,0,tubo_quadrado_oco
0.5182,0.2436,0,18000.0,0,0,tubo_quadrado_macico
0.9683,1.0484,0,3087.44,0,1,tubo_redondo_macico
0.9401,1.0831,1,1152.77,1,2,tubo_redondo_oco
0.5401,0.3063,0,18000.0,0,0,tubo_quadrado_macico
0.8053,1.0398,1,915.95,1,0,tubo_quadrado_oco
0.7695,1.0185,1,1235.46,1,0,tubo_quadrado_oco
0.82,1.0212,0,975.42,0,0,tubo_quadrado_macico
0.7456,0.9824,1,251.92,1,0,tubo_quadrado_oco
0.9429,0.9863,1,686.74,1,0,tubo_redondo_oco
0.9632,0.9667,0,1725.78,0,0,tubo_redondo_oco
0.6908,0.6564,1,512.42,1,0,tubo_quadrado_oco
0.9516,0.9572,1,254.38,1,2,tubo_redondo_oco
0.9281,0.9359,1,787.2,1,0,tubo_redondo_oco
0.7931,0.9942,1,257.89,1,0,tubo_quadrado_oco
0.7803,1.023,1,1078.75,1,0,tubo_quadrado_oco
0.989,0.9662,1,645.15,1,0,tubo_redondo_oco
0.82,1.0275,0,5138.21,0,0,tubo_quadrado_macico
0.9299,0.9688,1,211.38,1,0,tubo_redondo_oco
0.9284,1.0466,0,491.83,0,2,tubo_redondo_macico
0.8987,1.0162,0,504.48,0,0,tubo_redondo_macico
1.0,1.0328,1,420.97,1,0,tubo_redondo_oco
0.9291,1.0338,1,194.67,1,0,tubo_redondo_oco
0.4959,0.2042,0,18000.0,0,0,tubo_quadrado_macico
0.6668,0.6944,0,5150.73,0,0,tubo_quadrado_macico
0.9422,1.0316,0,10233.1,0,2,tubo_redondo_macico
0.9528,1.0197,0,250.0,0,0,tubo_redondo_macico
0.5874,0.4927,0,4475.27,0,0,tubo_quadrado_macico
0.6637,0.6519,1,1219.5,1,1,tubo_quadrado_oco
0.9472,1.0022,1,197.2,1,2,tubo_redondo_oco
0.9527,0.9985,0,317.82,0,0,tubo_redondo_macico
0.9135,0.9932,1,176.98,1,0,tubo_redondo_oco
0.9675,1.0133,1,1270.31,1,0,tubo_redondo_oco
0.9343,1.0754,0,1027.67,0,0,tubo_redondo_macico
0.7229,1.0204,0,677.97,0,2,tubo_quadrado_oco
0.9451,1.021,1,1184.09,1,1,tubo_redondo_oco
0.9315,0.9892,0,471.64,0,0,tubo_redondo_macico
0.9154,0.9485,0,8762.45,0,0,tubo_redondo_macico
0.9182,0.9966,1,1226.8,1,0,tubo_redondo_oco
0.6669,0.5642,1,555.12,1,0,tubo_quadrado_oco
0.6108,0.4708,1,341.71,1,0,tubo_quadrado_oco
0.5271,0.4197,0,3281.12,0,0,tubo_quadrado_macico
0.9257,1.0253,0,2040.77,0,0,tubo_redondo_macico
0.6109,0.5492,1,1457.55,1,0,tubo_quadrado_oco
0.6993,0.7346,1,952.26,1,0,tubo_quadrado_oco
0.7096,0.7003,0,3080.75,0,0,tubo_quadrado_macico
0.989,1.0548,0,1051.54,0,0,tubo_redondo_macico
0.7842,1.0261,1,557.31,1,0,tubo_quadrado_oco
1.0,0.9408,0,657.45,0,0,tubo_redondo_oco
0.7668,1.05,0,1341.8,0,0,tubo_quadrado_macico
0.9804,1.0079,1,688.15,1,1,tubo_redondo_oco
1.0,0.9364,1,410.01,1,2,tubo_redondo_oco
0.7246,0.6571,1,1174.68,1,1,tubo_quadrado_oco
0.948,0.9543,1,532.46,1,0,tubo_redondo_oco
0.6507,0.802,1,240.59,1,0,tubo_quadrado_oco
0.4055,0.2669,0,6316.01,0,0,tubo_quadrado_macico
0.7555,1.0104,0,1305.1,0,0,tubo_quadrado_macico
0.9435,1.0601,0,457.46,0,0,tubo_redondo_macico
0.9292,1.0371,0,1207.52,0,0,tubo_redondo_macico
1.0,1.0481,0,6283.4,0,0,tubo_redondo_macico
0.7415,1.05,0,904.16,0,0,tubo_quadrado_macico
0.96,1.0774,0,1985.08,0,0,tubo_redondo_macico
0.6847,0.6954,1,576.74,1,0,tubo_quadrado_oco
0.8002,0.9471,0,300.0,0,0,tubo_quadrado_macico
0.7651,1.05,0,3887.72,0,0,tubo_quadrado_macico
0.9412,0.9738,1,593.78,1,2,tubo_redondo_oco
0.7686,1.045,1,1219.54,1,0,tubo_quadrado_oco
0.9874,1.0147,0,289.14,0,0,tubo_redondo_macico
0.7253,0.7115,1,1140.25,1,0,tubo_quadrado_oco
0.82,0.9686,0,1346.93,0,0,tubo_quadrado_macico
0.9773,1.0055,0,274.2,0,1,tubo_redondo_macico
0.82,1.0047,0,300.0,0,0,tubo_quadrado_macico
0.9561,1.0359,1,201.98,1,1,tubo_redondo_oco
0.9624,1.0182,1,1053.67,1,0,tubo_redondo_oco
0.9718,1.0592,0,1966.92,0,1,tubo_redondo_macico
0.8107,0.9987,0,3500.25,0,0,tubo_quadrado_macico
0.7861,0.9635,1,649.12,1,2,tubo_quadrado_oco
0.7967,0.9456,1,648.51,1,0,tubo_quadrado_oco
0.5301,0.5334,1,988.92,1,0,tubo_quadrado_oco
0.6834,0.6006,1,1086.59,1,0,tubo_quadrado_oco
0.706,0.6936,0,467.62,0,0,tubo_quadrado_oco
0.6407,0.6158,1,861.98,1,0,tubo_quadrado_oco
0.9412,0.9125,0,3089.67,0,0,tubo_redondo_macico
0.6838,0.6926,0,7181.78,0,2,tubo_quadrado_macico
0.6856,0.641,0,8407.99,0,0,tubo_quadrado_macico
0.5793,0.4884,0,1211.87,0,0,tubo_quadrado_macico
0.9196,1.0232,1,603.29,1,0,tubo_redondo_oco
0.7215,1.05,1,499.76,1,0,tubo_quadrado_oco
0.9454,0.9376,1,290.59,1,0,tubo_redondo_oco
0.9577,0.9585,0,250.0,0,0,tubo_redondo_macico
1.0,0.9918,1,1205.62,1,0,tubo_redondo_oco
0.7181,1.0005,0,300.0,0,0,tubo_quadrado_macico
0.9181,1.0111,1,521.69,1,1,tubo_redondo_oco
0.8093,0.9373,1,708.13,1,0,tubo_quadrado_oco
0.7887,0.9593,0,300.0,0,0,tubo_quadrado_macico
0.9616,0.9857,1,959.59,1,0,tubo_redondo_oco
0.9614,1.0711,0,250.0,0,2,tubo_redondo_macico
0.8958,0.9978,0,250.0,0,0,tubo_redondo_macico
0.7597,0.9149,0,933.96,0,0,tubo_quadrado_macico
0.9807,0.9631,0,4395.88,0,1,tubo_redondo_macico
0.8907,1.0034,0,299.75,0,0,tubo_redondo_macico
0.9516,0.9972,0,623.43,0,0,tubo_redondo_oco
0.992,1.0133,0,250.0,0,0,tubo_redondo_macico
1.0,1.0281,1,1200.26,1,0,tubo_redondo_oco
0.9824,0.9526,0,250.0,0,2,tubo_redondo_macico
0.75,1.0385,1,850.88,1,2,tubo_quadrado_oco
0.7923,1.05,0,356.68,0,0,tubo_quadrado_macico
0.5309,0.4105,0,9261.13,0,0,tubo_quadrado_macico
0.942,0.9067,1,1261.37,1,0,tubo_redondo_oco
0.9681,1.0068,0,250.0,0,0,tubo_redondo_macico
0.6671,0.5925,1,1050.43,1,1,tubo_quadrado_oco
0.9245,1.0168,0,459.65,0,0,tubo_redondo_macico
0.6637,0.5954,1,1914.42,1,0,tubo_quadrado_oco
0.6825,0.8181,0,2748.81,0,0,tubo_quadrado_macico
0.9618,0.9829,0,765.36,0,1,tubo_redondo_macico
0.9135,1.0005,0,1093.32,0,0,tubo_redondo_macico
0.8167,0.9252,1,463.13,1,2,tubo_quadrado_oco
0.8881,1.0374,1,319.07,1,0,tubo_redondo_oco
0.9078,0.9693,0,1860.99,0,1,tubo_redondo_macico
0.7285,0.9695,0,5411.32,0,0,tubo_quadrado_macico
0.9631,1.013,0,3001.6,0,0,tubo_redondo_macico
0.7839,1.05,1,474.14,1,1,tubo_quadrado_oco
0.939,0.9928,1,363.7,1,1,tubo_redondo_oco
0.929,1.0037,1,671.35,1,1,tubo_redondo_oco
0.8973,0.9811,1,991.8,1,2,tubo_redondo_oco
0.772,1.05,1,1000.09,1,0,tubo_quadrado_oco
0.7614,0.8026,0,6773.35,0,0,tubo_quadrado_macico
0.9359,0.9758,1,1348.07,1,0,tubo_redondo_oco
0.9271,1.0321,1,328.73,1,0,tubo_redondo_oco
0.9548,1.0633,0,9279.46,0,0,tubo_redondo_macico
0.7651,0.9658,1,508.77,1,0,tubo_quadrado_oco
0.8856,1.0176,1,309.77,1,1,tubo_redondo_oco
0.603,0.6224,1,726.87,1,0,tubo_quadrado_oco
0.6882,0.4848,1,556.29,1,0,tubo_quadrado_oco
0.949,0.9961,0,9345.23,0,1,tubo_redondo_macico
0.4988,0.18,0,18000.0,0,2,tubo_quadrado_macico
0.82,0.9892,1,939.57,1,0,tubo_quadrado_oco
0.9622,1.0194,0,297.19,0,0,tubo_redondo_macico
0.71,0.7625,0,11942.5,0,0,tubo_quadrado_macico
0.7088,0.7274,1,331.07,1,2,tubo_quadrado_oco
0.9632,0.9171,0,1869.24,0,0,tubo_redondo_oco
0.82,0.9913,1,454.3,1,0,tubo_quadrado_oco
0.9746,1.0377,0,479.0,0,2,tubo_redondo_macico
0.9559,1.0492,0,949.4,0,0,tubo_redondo_macico
0.9422,0.9682,0,4601.46,0,2,tubo_redondo_macico
0.9527,1.0222,1,1425.36,1,0,tubo_redondo_oco
0.9641,0.9886,1,1534.82,1,0,tubo_redondo_oco
0.9344,1.0331,0,989.07,0,1,tubo_redondo_macico
0.4918,0.2907,0,1893.36,0,2,tubo_quadrado_macico
0.8057,0.9988,0,622.0,0,0,tubo_quadrado_macico
0.9304,0.9682,1,863.65,1,0,tubo_redondo_oco
0.9606,1.0531,1,874.77,1,2,tubo_redondo_oco
0.5685,0.3461,0,2672.93,0,0,tubo_quadrado_macico
0.8183,1.05,0,300.0,0,0,tubo_quadrado_macico
0.9553,1.0343,1,565.61,1,0,tubo_redondo_oco
0.7804,1.0256,0,3712.15,0,0,tubo_quadrado_macico
0.9338,1.0261,0,6822.27,0,1,tubo_redondo_macico
0.9492,1.0051,0,250.0,0,0,tubo_redondo_macico
0.8943,0.9612,0,4741.19,0,0,tubo_redondo_macico
0.9407,0.9653,0,250.0,0,0,tubo_redondo_macico
0.82,1.0016,1,834.58,1,0,tubo_quadrado_oco
0.9114,1.0055,1,674.18,1,0,tubo_redondo_oco
0.9463,1.1107,0,4265.38,0,1,tubo_redondo_macico
0.6443,0.5842,1,378.91,1,0,tubo_quadrado_oco
0.95,1.0541,1,1109.8,1,0,tubo_redondo_oco
0.82,0.9293,0,607.69,0,0,tubo_quadrado_oco
0.963,0.9953,1,1123.14,1,0,tubo_redondo_oco
0.7312,0.9927,1,671.33,1,1,tubo_quadrado_oco
0.7377,0.9417,1,479.51,1,2,tubo_quadrado_oco
0.4495,0.1976,0,18000.0,0,0,tubo_quadrado_macico
0.7819,0.9659,1,375.85,1,2,tubo_quadrado_oco
0.7873,1.0151,0,8024.53,0,2,tubo_quadrado_macico
0.9732,0.9818,0,928.69,0,0,tubo_redondo_macico
0.7872,1.0095,1,607.1,1,0,tubo_quadrado_oco
0.7892,1.0424,0,591.57,0,0,tubo_quadrado_macico
0.5465,0.3109,0,2928.64,0,0,tubo_quadrado_macico
0.7477,0.9773,0,954.52,0,2,tubo_quadrado_macico
0.9579,0.9786,1,711.49,1,1,tubo_redondo_oco
0.9616,0.9569,0,9944.82,0,0,tubo_redondo_macico
0.82,0.9996,1,1234.74,1,1,tubo_quadrado_oco
0.9821,0.9206,0,10469.9,0,0,tubo_redondo_macico
0.7615,0.9918,1,331.71,1,0,tubo_quadrado_oco
0.8093,0.9346,0,578.15,0,1,tubo_quadrado_oco
0.82,0.9783,1,362.7,1,0,tubo_quadrado_oco
0.82,0.9815,0,3594.71,0,2,tubo_quadrado_macico
0.9261,1.0434,0,411.62,0,0,tubo_redondo_macico
0.7877,1.05,0,1036.11,0,0,tubo_quadrado_macico
0.9735,0.9752,0,8952.3,0,0,tubo_redondo_macico
0.9851,0.9886,1,310.16,1,1,tubo_redondo_oco
0.9246,0.8895,0,310.3,0,0,tubo_redondo_macico
0.88,1.0528,1,545.73,1,0,tubo_redondo_oco
0.8978,0.9803,0,732.37,0,2,tubo_redondo_macico
0.505,0.1751,0,11818.48,0,0,tubo_quadrado_macico
0.9847,0.9659,1,241.35,1,0,tubo_redondo_oco
0.9703,1.0516,0,2655.84,0,0,tubo_redondo_macico
0.9177,1.0503,0,2877.19,0,1,tubo_redondo_macico
0.7822,0.9821,0,564.0,0,0,tubo_quadrado_macico
0.7656,1.05,1,1149.24,1,0,tubo_quadrado_oco
0.9761,0.9367,0,294.48,0,0,tubo_redondo_macico
0.9647,1.0191,0,3119.6,0,1,tubo_redondo_macico
0.9732,0.9047,0,453.71,0,0,tubo_redondo_macico
1.0,0.9885,0,1035.38,0,0,tubo_redondo_macico
1.0,0.9199,1,288.6,1,0,tubo_redondo_oco
0.9878,0.9368,0,467.98,0,1,tubo_redondo_macico
0.9733,0.9894,1,931.33,1,0,tubo_redondo_oco
0.9241,0.9776,1,710.35,1,1,tubo_redondo_oco
0.5985,0.4729,1,391.12,1,0,tubo_quadrado_oco
0.9448,1.0006,0,4575.94,0,0,tubo_redondo_macico
0.6231,0.5313,0,1090.76,0,0,tubo_quadrado_macico
0.9857,0.9447,1,862.93,1,0,tubo_redondo_oco
0.9953,1.0089,1,992.46,1,2,tubo_redondo_oco
0.9558,0.88,0,10119.62,0,0,tubo_redondo_macico
0.9519,1.0243,0,9163.44,0,0,tubo_redondo_macico
0.6339,0.7341,1,1221.13,1,0,tubo_quadrado_oco
0.66,0.6613,0,8471.68,0,0,tubo_quadrado_macico
0.6089,0.5254,1,460.91,1,0,tubo_quadrado_oco
0.82,0.9731,1,1206.75,1,0,tubo_quadrado_oco
0.6273,0.5004,1,349.13,1,1,tubo_quadrado_oco
0.7532,1.0161,0,1420.32,0,0,tubo_quadrado_macico
0.6297,0.6472,0,4122.75,0,0,tubo_quadrado_macico
0.9387,1.0332,1,417.52,1,1,tubo_redondo_oco
0.9511,0.9925,0,289.34,0,1,tubo_redondo_macico
0.9441,0.9406,0,250.0,0,0,tubo_redondo_macico
0.82,0.9501,1,1276.22,1,1,tubo_quadrado_oco
0.9532,0.9914,0,291.43,0,2,tubo_redondo_macico
0.9944,1.0138,1,241.02,1,1,tubo_redondo_oco
0.7857,1.0048,0,300.0,0,0,tubo_quadrado_macico
0.5951,0.4819,0,4775.03,0,0,tubo_quadrado_macico
0.9277,1.0267,1,445.1,1,1,tubo_redondo_oco
0.8941,1.0104,0,250.0,0,0,tubo_redondo_macico
0.9617,0.9049,0,250.0,0,0,tubo_redondo_macico
0.936,0.9964,0,762.56,0,0,tubo_redondo_macico
0.82,1.0423,0,300.0,0,0,tubo_quadrado_macico
0.9522,0.9886,1,435.53,1,2,tubo_redondo_oco
0.7836,0.9211,0,6169.47,0,0,tubo_quadrado_macico
0.9411,0.9817,1,411.63,1,0,tubo_redondo_oco
0.98,1.004,1,794.84,1,0,tubo_redondo_oco
0.8077,1.05,1,498.35,1,0,tubo_quadrado_oco
0.9359,1.0334,0,250.0,0,2,tubo_redondo_macico
0.952,0.9883,1,762.18,1,0,tubo_redondo_oco
0.9471,0.9984,0,673.13,0,0,tubo_redondo_macico
0.6854,0.5583,1,494.51,1,0,tubo_quadrado_oco
0.6835,0.6789,1,392.69,1,0,tubo_quadrado_oco
0.8148,1.05,0,325.45,0,0,tubo_quadrado_macico
0.9591,1.0147,1,1220.08,1,0,tubo_redondo_oco
0.7966,1.05,1,681.69,1,1,tubo_quadrado_oco
0.7736,0.9444,1,1655.87,1,0,tubo_quadrado_oco
0.9733,0.9582,0,250.0,0,1,tubo_redondo_macico
0.6323,0.5621,1,468.39,1,2,tubo_quadrado_oco
0.8007,0.9748,0,8043.27,0,0,tubo_quadrado_macico
0.7745,0.9989,0,5750.06,0,0,tubo_quadrado_macico
0.8145,0.9922,0,300.0,0,0,tubo_quadrado_macico
0.7927,0.9381,0,300.0,0,0,tubo_quadrado_macico
0.6205,0.5071,0,7838.48,0,0,tubo_quadrado_macico
0.9481,0.9804,0,2861.19,0,0,tubo_redondo_macico
0.9985,0.9877,1,869.36,1,0,tubo_redondo_oco
0.4134,0.2915,0,18000.0,0,0,tubo_quadrado_macico
0.7975,1.0184,0,508.18,0,0,tubo_quadrado_oco
0.9416,1.0414,0,250.0,0,1,tubo_redondo_macico
0.9471,0.9762,1,353.52,1,0,tubo_redondo_oco
0.775,1.0143,1,528.42,1,2,tubo_quadrado_oco
0.9026,0.9204,1,530.98,1,0,tubo_redondo_oco
0.59,0.5172,0,1195.57,0,0,tubo_quadrado_macico
0.968,0.9803,0,739.83,0,0,tubo_redondo_macico
0.937,1.0629,0,9386.28,0,0,tubo_redondo_macico
0.6055,0.5369,0,18000.0,0,0,tubo_quadrado_macico
0.9257,1.0005,0,291.87,0,0,tubo_redondo_macico
0.5346,0.451,0,9686.19,0,0,tubo_quadrado_macico
0.9681,1.0198,0,708.71,0,0,tubo_redondo_macico
0.9391,0.9797,0,313.96,0,0,tubo_redondo_macico
0.4458,0.174,0,18000.0,0,0,tubo_quadrado_macico
0.5671,0.6115,1,1084.86,1,0,tubo_quadrado_oco
0.7607,0.9894,0,326.55,0,1,tubo_quadrado_macico
0.802,1.0084,0,1441.14,0,0,tubo_quadrado_macico
0.9652,1.0588,0,6701.62,0,0,tubo_redondo_macico
0.9691,1.0573,1,484.32,1,2,tubo_redondo_oco
0.8032,1.0011,1,264.92,1,0,tubo_quadrado_oco
0.9199,0.9987,0,6614.14,0,0,tubo_redondo_macico
0.7944,0.9979,0,3787.1,0,0,tubo_quadrado_macico
0.9794,0.9601,0,514.13,0,2,tubo_redondo_macico
0.9395,1.0145,0,6288.21,0,1,tubo_redondo_macico
0.949,1.006,0,4355.25,0,0,tubo_redondo_macico
0.7554,1.05,1,383.38,1,0,tubo_quadrado_oco
0.4422,0.2146,0,15206.33,0,0,tubo_quadrado_macico
0.7385,0.9096,1,570.22,1,1,tubo_quadrado_oco
0.9659,0.974,0,449.04,0,0,tubo_redondo_macico
0.6835,0.7784,0,5081.54,0,0,tubo_quadrado_macico
0.7636,0.9768,1,1115.83,1,0,tubo_quadrado_oco
0.9225,1.0111,0,1876.24,0,0,tubo_redondo_macico
0.957,0.9783,1,976.71,1,0,tubo_redondo_oco
0.941,1.0456,0,1078.82,0,0,tubo_redondo_macico
0.7847,0.8818,1,1056.87,1,0,tubo_quadrado_oco
0.543,0.4173,0,4555.96,0,1,tubo_quadrado_macico
0.652,0.5734,1,362.44,1,0,tubo_quadrado_oco
0.7847,0.9995,1,434.58,1,1,tubo_quadrado_oco
0.951,0.9977,1,1025.47,1,0,tubo_redondo_oco
0.9683,1.0266,1,445.83,1,0,tubo_redondo_oco
0.8028,0.9976,0,300.0,0,0,tubo_quadrado_macico
0.9596,1.0388,0,250.0,0,0,tubo_redondo_macico
0.9217,1.1029,0,9351.17,0,1,tubo_redondo_macico
0.8024,1.0395,1,1510.31,1,1,tubo_quadrado_oco
0.6489,0.6436,0,5929.95,0,0,tubo_quadrado_macico
0.7664,0.9492,0,8543.3,0,1,tubo_quadrado_macico
0.9563,1.022,0,1029.99,0,0,tubo_redondo_macico
0.9323,0.9267,1,1072.7,1,0,tubo_redondo_oco
0.4655,0.2685,0,4921.56,0,0,tubo_quadrado_macico
0.6239,0.5552,1,1925.54,1,0,tubo_quadrado_oco
0.6346,0.5955,0,15890.18,0,0,tubo_quadrado_macico
0.957,0.9729,1,458.34,1,0,tubo_redondo_oco
0.9028,1.0426,1,1010.69,1,0,tubo_redondo_oco
0.5609,0.5892,0,8291.84,0,0,tubo_quadrado_macico
0.9363,1.006,0,796.07,0,0,tubo_redondo_macico
0.9329,0.9712,1,523.85,1,0,tubo_redondo_oco
